VAA_00002 VAA_03253
VAA_02020 VAA_03803
VAA_02020 VAA_01685
VAA_02020 VAA_02584
VAA_02020 VAA_01882
VAA_02020 VAA_00711
VAA_02020 VAA_01259
VAA_02020 VAA_02337
VAA_02020 VAA_00658
VAA_02020 VAA_00177
VAA_02020 VAA_01316
VAA_02020 VAA_02021
VAA_02020 VAA_03801
VAA_02020 VAA_00869
VAA_02020 VAA_02491
VAA_02020 VAA_00870
VAA_02020 VAA_02616
VAA_02020 VAA_03184
VAA_02020 VAA_00710
VAA_02020 VAA_02019
VAA_02020 VAA_03795
VAA_02020 VAA_03416
VAA_02020 VAA_03804
VAA_02020 VAA_00959
VAA_02020 VAA_00709
VAA_02020 VAA_00531
VAA_02020 VAA_03328
VAA_02020 VAA_02226
VAA_02020 VAA_01322
VAA_02020 VAA_01561
VAA_02020 VAA_00740
VAA_02020 VAA_03796
VAA_02021 VAA_01882
VAA_02021 VAA_01561
VAA_02021 VAA_00959
VAA_02021 VAA_03803
VAA_02021 VAA_01322
VAA_02021 VAA_00658
VAA_02021 VAA_02616
VAA_02021 VAA_00869
VAA_02021 VAA_00711
VAA_02021 VAA_02226
VAA_02021 VAA_02337
VAA_02021 VAA_01685
VAA_02021 VAA_02020
VAA_02021 VAA_03184
VAA_02021 VAA_00177
VAA_02021 VAA_03804
VAA_02021 VAA_01259
VAA_02021 VAA_00531
VAA_02021 VAA_02584
VAA_02021 VAA_01316
VAA_02021 VAA_03328
VAA_02021 VAA_03801
VAA_02021 VAA_02019
VAA_02021 VAA_03795
VAA_02021 VAA_00740
VAA_02021 VAA_03796
VAA_02021 VAA_00710
VAA_02021 VAA_00709
VAA_02021 VAA_03416
VAA_02021 VAA_02491
VAA_02021 VAA_00870
VAA_02022 VAA_02023
VAA_02023 VAA_02022
VAA_02025 VAA_02027
VAA_02025 VAA_02026
VAA_02026 VAA_02027
VAA_02026 VAA_02025
VAA_02027 VAA_02026
VAA_02027 VAA_02025
VAA_02028 VAA_02017
VAA_02033 VAA_01277
VAA_02033 VAA_01393
VAA_02033 VAA_01031
VAA_02033 VAA_02787
VAA_02033 VAA_02578
VAA_02033 VAA_02726
VAA_02033 VAA_00264
VAA_02033 VAA_01495
VAA_02033 VAA_02577
VAA_02033 VAA_00771
VAA_02033 VAA_01613
VAA_02033 VAA_01376
VAA_02033 VAA_02790
VAA_02033 VAA_00175
VAA_02033 VAA_012817
VAA_02034 VAA_02037
VAA_02034 VAA_01393
VAA_02034 VAA_01376
VAA_02034 VAA_01007
VAA_02034 VAA_00184
VAA_02034 VAA_01005
VAA_02034 VAA_01006
VAA_02036 VAA_02735
VAA_02036 VAA_02737
VAA_02037 VAA_01005
VAA_02037 VAA_01376
VAA_02037 VAA_01393
VAA_02037 VAA_01007
VAA_02037 VAA_01006
VAA_02037 VAA_00184
VAA_02037 VAA_02034
VAA_02042 VAA_02043
VAA_02042 VAA_02044
VAA_02043 VAA_02042
VAA_02043 VAA_02044
VAA_02044 VAA_02042
VAA_02044 VAA_02043
VAA_02046 VAA_00547
VAA_02046 VAA_00627
VAA_02047 VAA_02755
VAA_02047 VAA_02993
VAA_02047 VAA_00362
VAA_02047 VAA_02613
VAA_02047 VAA_01537
VAA_02047 VAA_00934
VAA_02047 VAA_03572
VAA_02047 VAA_01536
VAA_02047 VAA_01535
VAA_02047 VAA_01551
VAA_02048 VAA_02049
VAA_02048 VAA_01138
VAA_02048 VAA_01139
VAA_02049 VAA_01138
VAA_02049 VAA_02048
VAA_02049 VAA_01139
VAA_02052 VAA_02014
VAA_02057 VAA_02545
VAA_02057 VAA_03354
VAA_02057 VAA_00741
VAA_02057 VAA_03407
VAA_02057 VAA_02606
VAA_02057 VAA_03801
VAA_02057 VAA_01259
VAA_02057 VAA_00531
VAA_02057 VAA_00761
VAA_02057 VAA_03243
VAA_02057 VAA_03184
VAA_02057 VAA_02609
VAA_02057 VAA_03561
VAA_02057 VAA_03408
VAA_02057 VAA_02607
VAA_02057 VAA_02544
VAA_02057 VAA_02547
VAA_02057 VAA_02096
VAA_02057 VAA_02608
VAA_02058 VAA_00818
VAA_02058 VAA_02360
VAA_02058 VAA_02062
VAA_02058 VAA_1482
VAA_02058 VAA_03243
VAA_02058 VAA_03184
VAA_02058 VAA_00239
VAA_02058 VAA_02060
VAA_02058 VAA_00819
VAA_02058 VAA_02547
VAA_02058 VAA_02362
VAA_02060 VAA_00761
VAA_02060 VAA_02061
VAA_02060 VAA_02058
VAA_02061 VAA_00761
VAA_02061 VAA_02060
VAA_02062 VAA_02058
VAA_02062 VAA_00239
VAA_02062 VAA_03242
VAA_02062 VAA_00819
VAA_02062 VAA_02547
VAA_02062 VAA_02362
VAA_02062 VAA_02360
VAA_02062 VAA_00818
VAA_02062 VAA_03004
VAA_02062 VAA_03243
VAA_02062 VAA_03184
VAA_02062 VAA_1482
VAA_02066 VAA_02067
VAA_02066 VAA_01423
VAA_02067 VAA_02066
VAA_02067 VAA_01152
VAA_02080 VAA_02392
VAA_02088 VAA_02252
VAA_02088 VAA_01426
VAA_02088 VAA_03553
VAA_02088 VAA_01401
VAA_02088 VAA_00865
VAA_02088 VAA_02309
VAA_02088 VAA_02251
VAA_02090 VAA_02329
VAA_02090 VAA_03763
VAA_02090 VAA_03351
VAA_02090 VAA_00841
VAA_02090 VAA_02449
VAA_02090 VAA_01066
VAA_02092 VAA_03691
VAA_02092 VAA_03694
VAA_02092 VAA_03692
VAA_02092 VAA_03703
VAA_02092 VAA_01664
VAA_02092 VAA_02534
VAA_02092 VAA_03693
VAA_02092 VAA_03507
VAA_02092 VAA_03704
VAA_02092 VAA_00663
VAA_02092 VAA_00175
VAA_02095 VAA_01677
VAA_02095 VAA_01106
VAA_02095 VAA_00403
VAA_02095 VAA_01629
VAA_02095 VAA_00999
VAA_02095 VAA_00799
VAA_02096 VAA_03801
VAA_02096 VAA_00741
VAA_02096 VAA_02606
VAA_02096 VAA_01259
VAA_02096 VAA_03243
VAA_02096 VAA_1482
VAA_02096 VAA_03184
VAA_02096 VAA_02609
VAA_02096 VAA_02544
VAA_02096 VAA_02607
VAA_02096 VAA_03416
VAA_02096 VAA_02545
VAA_02096 VAA_03407
VAA_02096 VAA_03354
VAA_02096 VAA_03344
VAA_02096 VAA_02057
VAA_02096 VAA_03345
VAA_02096 VAA_03561
VAA_02096 VAA_01534
VAA_02096 VAA_03408
VAA_02096 VAA_02608
VAA_02096 VAA_02547
VAA_02096 VAA_00531
VAA_02100 VAA_02420
VAA_02100 VAA_02102
VAA_02100 VAA_01815
VAA_02100 VAA_00419
VAA_02100 VAA_01083
VAA_02102 VAA_02100
VAA_02102 VAA_02420
VAA_02102 VAA_00800
VAA_02102 VAA_02787
VAA_02102 VAA_00774
VAA_02102 VAA_00175
VAA_02102 VAA_01815
VAA_02102 VAA_00419
VAA_02105 VAA_02218
VAA_02105 VAA_03691
VAA_02105 VAA_01599
VAA_02105 VAA_03694
VAA_02105 VAA_02759
VAA_02105 VAA_02560
VAA_02105 VAA_02568
VAA_02105 VAA_02663
VAA_02105 VAA_03782
VAA_02105 VAA_03692
VAA_02105 VAA_03684
VAA_02105 VAA_02559
VAA_02105 VAA_02340
VAA_02105 VAA_02760
VAA_02105 VAA_03125
VAA_02105 VAA_03693
VAA_02105 VAA_00707
VAA_02105 VAA_01747
VAA_02105 VAA_02581
VAA_02105 VAA_02620
VAA_02105 VAA_00902
VAA_02108 VAA_01948
VAA_02108 VAA_00815
VAA_02109 VAA_01634
VAA_02109 VAA_02208
VAA_02109 VAA_00177
VAA_02109 VAA_00830
VAA_02109 VAA_00832
VAA_02109 VAA_00808
VAA_02109 VAA_03497
VAA_02109 VAA_00825
VAA_02109 VAA_01977
VAA_02109 VAA_04454
VAA_02109 VAA_00827
VAA_02109 VAA_00824
VAA_02109 VAA_00511
VAA_02109 VAA_00829
VAA_02109 VAA_03766
VAA_02109 VAA_00693
VAA_02109 VAA_03328
VAA_02109 VAA_02354
VAA_02109 VAA_00831
VAA_02109 VAA_01644
VAA_02109 VAA_01979
VAA_02109 VAA_00826
VAA_02109 VAA_01561
VAA_02109 VAA_00828
VAA_02109 VAA_03971
VAA_02127 VAA_03582
VAA_02127 VAA_00336
VAA_02127 VAA_02872
VAA_02128 VAA_01599
VAA_02128 VAA_03684
VAA_02128 VAA_00865
VAA_02128 VAA_01868
VAA_02128 VAA_02454
VAA_02128 VAA_02772
VAA_02128 VAA_03683
VAA_02128 VAA_02261
VAA_02128 VAA_03307
VAA_02128 VAA_02582
VAA_02128 VAA_02581
VAA_02128 VAA_01624
VAA_02128 VAA_00512
VAA_02128 VAA_03599
VAA_02128 VAA_00715
VAA_02128 VAA_00716
VAA_02128 VAA_00698
VAA_02128 VAA_01082
VAA_02128 VAA_01748
VAA_02134 VAA_02139
VAA_02134 VAA_02135
VAA_02134 VAA_02136
VAA_02134 VAA_02138
VAA_02135 VAA_02136
VAA_02135 VAA_02134
VAA_02135 VAA_02139
VAA_02135 VAA_02138
VAA_02136 VAA_02135
VAA_02136 VAA_02138
VAA_02136 VAA_02134
VAA_02136 VAA_02139
VAA_02138 VAA_02135
VAA_02138 VAA_02134
VAA_02138 VAA_02136
VAA_02138 VAA_02139
VAA_02139 VAA_02134
VAA_02139 VAA_02136
VAA_02139 VAA_02135
VAA_02139 VAA_02138
VAA_02142 VAA_00830
VAA_02142 VAA_00539
VAA_02142 VAA_00831
VAA_02142 VAA_00825
VAA_02142 VAA_00826
VAA_02142 VAA_00824
VAA_02142 VAA_02725
VAA_02142 VAA_00827
VAA_02142 VAA_00828
VAA_02142 VAA_00829
VAA_02143 VAA_02896
VAA_02143 VAA_03650
VAA_02143 VAA_01379
VAA_02143 VAA_00466
VAA_02145 VAA_03362
VAA_02154 VAA_02913
VAA_02154 VAA_03338
VAA_02154 VAA_00693
VAA_02154 VAA_3320
VAA_02154 VAA_00404
VAA_02154 VAA_03668
VAA_02154 VAA_03670
VAA_02154 VAA_01634
VAA_02154 VAA_02373
VAA_02154 VAA_01644
VAA_02154 VAA_02967
VAA_02154 VAA_03497
VAA_02154 VAA_00403
VAA_02154 VAA_00367
VAA_02154 VAA_03099
VAA_02169 VAA_01560
VAA_02176 VAA_02177
VAA_02176 VAA_01941
VAA_02176 VAA_01570
VAA_02176 VAA_01939
VAA_02177 VAA_02521
VAA_02177 VAA_01277
VAA_02177 VAA_02176
VAA_02177 VAA_01570
VAA_02177 VAA_01741
VAA_02177 VAA_03420
VAA_02177 VAA_02488
VAA_02177 VAA_00771
VAA_02177 VAA_01939
VAA_02182 VAA_02633
VAA_02182 VAA_03439
VAA_02190 VAA_03692
VAA_02190 VAA_01865
VAA_02190 VAA_03693
VAA_02190 VAA_03410
VAA_02190 VAA_03319
VAA_02190 VAA_01599
VAA_02190 VAA_03694
VAA_02190 VAA_02622
VAA_02190 VAA_03691
VAA_02190 VAA_02208
VAA_02190 VAA_03782
VAA_02190 VAA_00761
VAA_02190 VAA_02568
VAA_02190 VAA_01316
VAA_02190 VAA_02624
VAA_02190 VAA_03141
VAA_02190 VAA_00742
VAA_02192 VAA_02200
VAA_02192 VAA_02194
VAA_02193 VAA_02195
VAA_02193 VAA_02208
VAA_02193 VAA_02196
VAA_02193 VAA_02354
VAA_02193 VAA_02194
VAA_02193 VAA_02535
VAA_02194 VAA_02195
VAA_02194 VAA_02193
VAA_02194 VAA_02192
VAA_02195 VAA_02208
VAA_02195 VAA_02193
VAA_02195 VAA_02196
VAA_02195 VAA_02354
VAA_02195 VAA_02194
VAA_02195 VAA_02535
VAA_02196 VAA_02199
VAA_02196 VAA_02195
VAA_02196 VAA_02193
VAA_02196 VAA_02198
VAA_02198 VAA_02977
VAA_02198 VAA_01599
VAA_02198 VAA_01409
VAA_02198 VAA_03318
VAA_02198 VAA_02393
VAA_02198 VAA_00456
VAA_02198 VAA_00433
VAA_02198 VAA_01791
VAA_02198 VAA_02196
VAA_02198 VAA_00425
VAA_02198 VAA_00494
VAA_02199 VAA_03127
VAA_02199 VAA_02196
VAA_02199 VAA_03265
VAA_02200 VAA_03507
VAA_02200 VAA_02192
VAA_02204 VAA_02913
VAA_02204 VAA_00886
VAA_02204 VAA_00618
VAA_02204 VAA_00958
VAA_02204 VAA_03668
VAA_02204 VAA_02663
VAA_02204 VAA_03497
VAA_02204 VAA_00500
VAA_02204 VAA_00744
VAA_02204 VAA_02709
VAA_02204 VAA_00150
VAA_02204 VAA_03766
VAA_02204 VAA_02354
VAA_02204 VAA_00670
VAA_02204 VAA_00693
VAA_02204 VAA_00501
VAA_02204 VAA_01634
VAA_02204 VAA_01644
VAA_02204 VAA_02535
VAA_02204 VAA_03596
VAA_02206 VAA_01893
VAA_02208 VAA_02568
VAA_02208 VAA_01644
VAA_02208 VAA_01685
VAA_02208 VAA_03410
VAA_02208 VAA_00658
VAA_02208 VAA_02663
VAA_02208 VAA_03497
VAA_02208 VAA_02622
VAA_02208 VAA_02195
VAA_02208 VAA_02193
VAA_02208 VAA_03766
VAA_02208 VAA_00693
VAA_02208 VAA_03416
VAA_02208 VAA_01634
VAA_02208 VAA_02354
VAA_02208 VAA_02535
VAA_02208 VAA_02224
VAA_02208 VAA_02109
VAA_02208 VAA_02190
VAA_02209 VAA_03666
VAA_02209 VAA_03682
VAA_02209 VAA_01673
VAA_02209 VAA_03794
VAA_02209 VAA_03431
VAA_02218 VAA_01865
VAA_02218 VAA_02663
VAA_02218 VAA_02620
VAA_02218 VAA_00750
VAA_02218 VAA_03535
VAA_02218 VAA_03694
VAA_02218 VAA_01599
VAA_02218 VAA_02759
VAA_02218 VAA_00997
VAA_02218 VAA_03080
VAA_02218 VAA_02568
VAA_02218 VAA_02560
VAA_02218 VAA_03692
VAA_02218 VAA_03782
VAA_02218 VAA_01664
VAA_02218 VAA_02559
VAA_02218 VAA_02340
VAA_02218 VAA_00998
VAA_02218 VAA_03592
VAA_02218 VAA_03125
VAA_02218 VAA_02624
VAA_02218 VAA_01923
VAA_02218 VAA_00742
VAA_02218 VAA_03693
VAA_02218 VAA_03691
VAA_02218 VAA_02760
VAA_02218 VAA_02105
VAA_02218 VAA_00663
VAA_02218 VAA_00715
VAA_02218 VAA_01001
VAA_02224 VAA_01761
VAA_02224 VAA_02208
VAA_02226 VAA_03801
VAA_02226 VAA_01316
VAA_02226 VAA_03803
VAA_02226 VAA_01882
VAA_02226 VAA_02584
VAA_02226 VAA_02021
VAA_02226 VAA_02337
VAA_02226 VAA_00711
VAA_02226 VAA_00177
VAA_02226 VAA_01259
VAA_02226 VAA_00869
VAA_02226 VAA_03804
VAA_02226 VAA_00959
VAA_02226 VAA_00709
VAA_02226 VAA_03416
VAA_02226 VAA_00531
VAA_02226 VAA_03328
VAA_02226 VAA_01322
VAA_02226 VAA_01430
VAA_02226 VAA_02020
VAA_02226 VAA_01561
VAA_02226 VAA_00740
VAA_02226 VAA_03796
VAA_02226 VAA_02019
VAA_02226 VAA_01685
VAA_02226 VAA_02491
VAA_02226 VAA_00870
VAA_02226 VAA_03184
VAA_02226 VAA_00710
VAA_02226 VAA_03795
VAA_02229 VAA_01439
VAA_02229 VAA_03628
VAA_02229 VAA_00263
VAA_02229 VAA_00518
VAA_02229 VAA_01953
VAA_02229 VAA_00519
VAA_02233 VAA_02234
VAA_02234 VAA_02233
VAA_02247 VAA_02393
VAA_02247 VAA_03318
VAA_02247 VAA_01429
VAA_02247 VAA_03439
VAA_02247 VAA_02646
VAA_02247 VAA_00456
VAA_02247 VAA_02250
VAA_02247 VAA_00433
VAA_02247 VAA_02248
VAA_02247 VAA_00425
VAA_02247 VAA_02249
VAA_02248 VAA_03318
VAA_02248 VAA_02393
VAA_02248 VAA_00456
VAA_02248 VAA_02247
VAA_02248 VAA_03439
VAA_02248 VAA_01429
VAA_02248 VAA_02646
VAA_02248 VAA_02250
VAA_02248 VAA_00433
VAA_02248 VAA_00425
VAA_02248 VAA_02249
VAA_02249 VAA_02247
VAA_02249 VAA_02646
VAA_02249 VAA_00456
VAA_02249 VAA_02250
VAA_02249 VAA_02248
VAA_02250 VAA_02252
VAA_02250 VAA_02247
VAA_02250 VAA_02646
VAA_02250 VAA_02248
VAA_02250 VAA_02249
VAA_02250 VAA_02251
VAA_02251 VAA_02250
VAA_02251 VAA_03066
VAA_02251 VAA_02309
VAA_02251 VAA_02088
VAA_02251 VAA_00865
VAA_02251 VAA_02252
VAA_02251 VAA_02614
VAA_02251 VAA_01106
VAA_02251 VAA_00051
VAA_02251 VAA_01426
VAA_02251 VAA_00999
VAA_02251 VAA_01746
VAA_02251 VAA_03666
VAA_02251 VAA_01202
VAA_02251 VAA_01120
VAA_02252 VAA_02309
VAA_02252 VAA_00865
VAA_02252 VAA_01106
VAA_02252 VAA_01426
VAA_02252 VAA_03666
VAA_02252 VAA_02250
VAA_02252 VAA_02614
VAA_02252 VAA_02088
VAA_02252 VAA_01202
VAA_02252 VAA_00051
VAA_02252 VAA_00999
VAA_02252 VAA_01746
VAA_02252 VAA_01120
VAA_02252 VAA_03066
VAA_02252 VAA_02251
VAA_02261 VAA_01409
VAA_02261 VAA_01648
VAA_02261 VAA_03683
VAA_02261 VAA_03684
VAA_02261 VAA_02371
VAA_02261 VAA_00716
VAA_02261 VAA_03307
VAA_02261 VAA_00698
VAA_02261 VAA_02128
VAA_02261 VAA_02582
VAA_02261 VAA_01748
VAA_02261 VAA_01082
VAA_02261 VAA_02581
VAA_02261 VAA_00865
VAA_02281 VAA_01439
VAA_02281 VAA_03319
VAA_02281 VAA_00263
VAA_02281 VAA_01746
VAA_02285 VAA_03497
VAA_02285 VAA_02369
VAA_02285 VAA_02450
VAA_02285 VAA_03575
VAA_02285 VAA_02290
VAA_02285 VAA_03766
VAA_02285 VAA_00693
VAA_02285 VAA_01634
VAA_02285 VAA_01644
VAA_02285 VAA_03542
VAA_02290 VAA_02369
VAA_02290 VAA_3320
VAA_02290 VAA_00808
VAA_02290 VAA_00511
VAA_02290 VAA_03497
VAA_02290 VAA_01977
VAA_02290 VAA_03575
VAA_02290 VAA_03766
VAA_02290 VAA_00693
VAA_02290 VAA_02285
VAA_02290 VAA_01634
VAA_02290 VAA_01979
VAA_02290 VAA_01644
VAA_02290 VAA_02967
VAA_02290 VAA_03542
VAA_02300 VAA_02301
VAA_02301 VAA_02300
VAA_02305 VAA_01036
VAA_02305 VAA_01338
VAA_02309 VAA_02581
VAA_02309 VAA_01316
VAA_02309 VAA_02614
VAA_02309 VAA_02088
VAA_02309 VAA_00865
VAA_02309 VAA_03683
VAA_02309 VAA_01106
VAA_02309 VAA_02252
VAA_02309 VAA_01426
VAA_02309 VAA_03684
VAA_02309 VAA_02251
VAA_02309 VAA_00869
VAA_02309 VAA_02491
VAA_02309 VAA_00870
VAA_02309 VAA_03066
VAA_02309 VAA_00999
VAA_02309 VAA_01746
VAA_02309 VAA_00051
VAA_02309 VAA_03666
VAA_02309 VAA_01120
VAA_02309 VAA_03796
VAA_02309 VAA_03682
VAA_02309 VAA_03795
VAA_02320 VAA_03792
VAA_02320 VAA_01106
VAA_02320 VAA_02337
VAA_02320 VAA_01629
VAA_02320 VAA_01770
VAA_02320 VAA_00742
VAA_02320 VAA_03101
VAA_02320 VAA_00999
VAA_02320 VAA_01001
VAA_02320 VAA_02535
VAA_02320 VAA_03544
VAA_02320 VAA_00403
VAA_02320 VAA_02580
VAA_02321 VAA_01569
VAA_02321 VAA_02431
VAA_02321 VAA_00773
VAA_02321 VAA_00625
VAA_02321 VAA_01815
VAA_02321 VAA_00772
VAA_02321 VAA_03539
VAA_02321 VAA_00421
VAA_02321 VAA_02862
VAA_02329 VAA_03351
VAA_02329 VAA_02090
VAA_02329 VAA_00841
VAA_02329 VAA_01066
VAA_02330 VAA_02993
VAA_02330 VAA_03797
VAA_02330 VAA_03548
VAA_02337 VAA_02320
VAA_02337 VAA_03184
VAA_02337 VAA_01430
VAA_02337 VAA_01685
VAA_02337 VAA_02584
VAA_02337 VAA_03101
VAA_02337 VAA_02616
VAA_02337 VAA_00709
VAA_02337 VAA_01677
VAA_02337 VAA_01106
VAA_02337 VAA_00658
VAA_02337 VAA_00711
VAA_02337 VAA_01259
VAA_02337 VAA_00531
VAA_02337 VAA_02021
VAA_02337 VAA_00999
VAA_02337 VAA_01001
VAA_02337 VAA_00710
VAA_02337 VAA_02020
VAA_02337 VAA_02226
VAA_02337 VAA_01748
VAA_02337 VAA_03544
VAA_02337 VAA_02019
VAA_02340 VAA_02760
VAA_02340 VAA_02620
VAA_02340 VAA_02568
VAA_02340 VAA_02218
VAA_02340 VAA_01599
VAA_02340 VAA_02759
VAA_02340 VAA_03782
VAA_02340 VAA_02560
VAA_02340 VAA_02663
VAA_02340 VAA_03684
VAA_02340 VAA_02559
VAA_02340 VAA_03125
VAA_02340 VAA_01747
VAA_02340 VAA_00707
VAA_02340 VAA_02581
VAA_02340 VAA_02105
VAA_02340 VAA_00902
VAA_02344 VAA_01620
VAA_02344 VAA_00264
VAA_02344 VAA_00342
VAA_02344 VAA_00184
VAA_02344 VAA_03277
VAA_02344 VAA_03671
VAA_02344 VAA_01618
VAA_02344 VAA_00950
VAA_02344 VAA_02960
VAA_02344 VAA_01352
VAA_02344 VAA_00185
VAA_02344 VAA_02595
VAA_02345 VAA_03650
VAA_02345 VAA_01940
VAA_02345 VAA_03277
VAA_02345 VAA_00184
VAA_02345 VAA_01085
VAA_02345 VAA_03420
VAA_02345 VAA_00264
VAA_02345 VAA_03335
VAA_02345 VAA_03671
VAA_02345 VAA_01618
VAA_02345 VAA_01620
VAA_02345 VAA_01451
VAA_02345 VAA_01352
VAA_02353 VAA_00177
VAA_02353 VAA_01597
VAA_02353 VAA_00511
VAA_02353 VAA_03321
VAA_02353 VAA_03144
VAA_02353 VAA_03328
VAA_02353 VAA_01561
VAA_02354 VAA_02109
VAA_02354 VAA_02204
VAA_02354 VAA_00886
VAA_02354 VAA_00618
VAA_02354 VAA_00958
VAA_02354 VAA_03668
VAA_02354 VAA_03497
VAA_02354 VAA_00500
VAA_02354 VAA_00744
VAA_02354 VAA_02195
VAA_02354 VAA_02193
VAA_02354 VAA_02208
VAA_02354 VAA_03766
VAA_02354 VAA_00693
VAA_02354 VAA_01634
VAA_02354 VAA_01644
VAA_02354 VAA_02535
VAA_02354 VAA_03596
VAA_02354 VAA_02913
VAA_02360 VAA_02062
VAA_02360 VAA_00818
VAA_02360 VAA_01501
VAA_02360 VAA_02976
VAA_02360 VAA_03243
VAA_02360 VAA_03184
VAA_02360 VAA_1482
VAA_02360 VAA_03548
VAA_02360 VAA_00239
VAA_02360 VAA_02058
VAA_02360 VAA_3196
VAA_02360 VAA_00819
VAA_02360 VAA_03137
VAA_02360 VAA_02547
VAA_02360 VAA_02362
VAA_02362 VAA_02547
VAA_02362 VAA_02360
VAA_02362 VAA_00741
VAA_02362 VAA_00818
VAA_02362 VAA_02062
VAA_02362 VAA_03243
VAA_02362 VAA_1482
VAA_02362 VAA_03184
VAA_02362 VAA_03548
VAA_02362 VAA_03407
VAA_02362 VAA_02058
VAA_02362 VAA_03416
VAA_02362 VAA_00819
VAA_02362 VAA_03408
VAA_02362 VAA_03409
VAA_02367 VAA_03083
VAA_02367 VAA_01574
VAA_02367 VAA_03082
VAA_02367 VAA_03698
VAA_02367 VAA_03424
VAA_02369 VAA_02373
VAA_02369 VAA_02709
VAA_02369 VAA_02285
VAA_02369 VAA_02290
VAA_02369 VAA_03575
VAA_02369 VAA_00150
VAA_02369 VAA_03766
VAA_02369 VAA_03542
VAA_02369 VAA_03099
VAA_02371 VAA_01770
VAA_02371 VAA_01748
VAA_02371 VAA_02261
VAA_02373 VAA_00693
VAA_02373 VAA_02369
VAA_02373 VAA_3320
VAA_02373 VAA_03668
VAA_02373 VAA_03670
VAA_02373 VAA_01634
VAA_02373 VAA_01644
VAA_02373 VAA_03669
VAA_02373 VAA_03497
VAA_02373 VAA_02709
VAA_02373 VAA_03542
VAA_02373 VAA_02154
VAA_02373 VAA_00150
VAA_02373 VAA_03099
VAA_02373 VAA_02913
VAA_02373 VAA_02927
VAA_02378 VAA_02380
VAA_02378 VAA_01625
VAA_02378 VAA_02379
VAA_02378 VAA_02382
VAA_02379 VAA_02380
VAA_02379 VAA_02382
VAA_02379 VAA_01625
VAA_02379 VAA_02378
VAA_02380 VAA_01952
VAA_02380 VAA_00177
VAA_02380 VAA_01597
VAA_02380 VAA_00511
VAA_02380 VAA_00619
VAA_02380 VAA_02378
VAA_02380 VAA_03766
VAA_02380 VAA_00350
VAA_02380 VAA_01627
VAA_02380 VAA_02695
VAA_02380 VAA_03328
VAA_02380 VAA_03767
VAA_02380 VAA_02379
VAA_02380 VAA_02382
VAA_02380 VAA_01561
VAA_02380 VAA_00351
VAA_02382 VAA_01952
VAA_02382 VAA_01597
VAA_02382 VAA_00177
VAA_02382 VAA_00511
VAA_02382 VAA_00619
VAA_02382 VAA_02378
VAA_02382 VAA_03766
VAA_02382 VAA_00350
VAA_02382 VAA_01627
VAA_02382 VAA_02695
VAA_02382 VAA_02380
VAA_02382 VAA_03328
VAA_02382 VAA_03767
VAA_02382 VAA_02379
VAA_02382 VAA_01561
VAA_02382 VAA_00351
VAA_02384 VAA_00957
VAA_02384 VAA_01546
VAA_02384 VAA_01011
VAA_02384 VAA_02385
VAA_02384 VAA_01548
VAA_02385 VAA_02384
VAA_02387 VAA_01337
VAA_02392 VAA_02080
VAA_02392 VAA_02395
VAA_02392 VAA_02398
VAA_02392 VAA_02394
VAA_02393 VAA_02977
VAA_02393 VAA_02198
VAA_02393 VAA_01599
VAA_02393 VAA_01409
VAA_02393 VAA_00433
VAA_02393 VAA_02248
VAA_02393 VAA_03318
VAA_02393 VAA_00425
VAA_02393 VAA_03317
VAA_02393 VAA_03316
VAA_02393 VAA_02247
VAA_02393 VAA_03439
VAA_02393 VAA_02395
VAA_02393 VAA_00456
VAA_02394 VAA_02395
VAA_02394 VAA_02392
VAA_02395 VAA_03318
VAA_02395 VAA_02393
VAA_02395 VAA_02392
VAA_02395 VAA_02394
VAA_02398 VAA_02392
VAA_02408 VAA_01652
VAA_02416 VAA_01067
VAA_02420 VAA_01815
VAA_02420 VAA_02100
VAA_02420 VAA_02102
VAA_02420 VAA_02421
VAA_02420 VAA_00419
VAA_02420 VAA_01085
VAA_02420 VAA_00420
VAA_02421 VAA_01083
VAA_02421 VAA_01085
VAA_02421 VAA_00419
VAA_02421 VAA_02420
VAA_02421 VAA_01377
VAA_02424 VAA_03001
VAA_02424 VAA_02426
VAA_02424 VAA_02425
VAA_02424 VAA_01384
VAA_02424 VAA_03003
VAA_02424 VAA_01385
VAA_02424 VAA_01383
VAA_02424 VAA_03002
VAA_02424 VAA_03000
VAA_02425 VAA_02426
VAA_02425 VAA_03001
VAA_02425 VAA_03000
VAA_02425 VAA_03002
VAA_02425 VAA_01383
VAA_02425 VAA_03003
VAA_02425 VAA_02424
VAA_02425 VAA_01384
VAA_02425 VAA_01385
VAA_02426 VAA_02425
VAA_02426 VAA_03000
VAA_02426 VAA_01383
VAA_02426 VAA_02424
VAA_02426 VAA_03003
VAA_02426 VAA_01385
VAA_02431 VAA_01569
VAA_02431 VAA_00773
VAA_02431 VAA_00625
VAA_02431 VAA_02321
VAA_02431 VAA_00775
VAA_02431 VAA_03539
VAA_02449 VAA_03351
VAA_02449 VAA_00841
VAA_02449 VAA_01066
VAA_02449 VAA_02090
VAA_02450 VAA_03507
VAA_02450 VAA_02285
VAA_02450 VAA_01864
VAA_02454 VAA_00698
VAA_02454 VAA_02128
VAA_02454 VAA_01082
VAA_02454 VAA_02460
VAA_02454 VAA_01599
VAA_02454 VAA_03307
VAA_02454 VAA_00047
VAA_02460 VAA_02454
VAA_02460 VAA_00727
VAA_02460 VAA_00047
