DMR_00010 DMR_30800
DMR_20770 DMR_27200
DMR_20770 DMR_29830
DMR_20770 DMR_36600
DMR_20770 DMR_37860
DMR_20770 DMR_23780
DMR_20770 DMR_33480
DMR_20770 DMR_09990
DMR_20770 DMR_16200
DMR_20770 DMR_16140
DMR_20770 DMR_27400
DMR_20770 DMR_19580
DMR_20770 DMR_10030
DMR_20770 DMR_02850
DMR_20770 DMR_35850
DMR_20770 DMR_29620
DMR_20770 DMR_23750
DMR_20770 DMR_19040
DMR_20770 DMR_08750
DMR_20770 DMR_01390
DMR_20770 DMR_26500
DMR_20770 DMR_28870
DMR_20770 DMR_11050
DMR_20840 DMR_20850
DMR_20850 DMR_20840
DMR_20900 DMR_30540
DMR_20900 DMR_21660
DMR_20900 DMR_13630
DMR_20900 DMR_17800
DMR_21020 DMR_07630
DMR_21020 DMR_37140
DMR_21020 DMR_05390
DMR_21020 DMR_05400
DMR_21020 DMR_17120
DMR_21020 DMR_03610
DMR_21020 DMR_03600
DMR_21020 DMR_15890
DMR_21020 DMR_30710
DMR_21020 DMR_17280
DMR_21020 DMR_08220
DMR_21040 DMR_26010
DMR_21040 DMR_46260
DMR_21040 DMR_22370
DMR_21040 DMR_22350
DMR_21040 DMR_03270
DMR_21040 DMR_45000
DMR_21040 DMR_21050
DMR_21050 DMR_21040
DMR_21050 DMR_46260
DMR_21050 DMR_22370
DMR_21050 DMR_26010
DMR_21050 DMR_03270
DMR_21050 DMR_22350
DMR_21050 DMR_45000
DMR_21070 DMR_21630
DMR_21070 DMR_22840
DMR_21070 DMR_42330
DMR_21070 DMR_18000
DMR_21070 DMR_44980
DMR_21070 DMR_38050
DMR_21070 DMR_43020
DMR_21070 DMR_35530
DMR_21070 DMR_21080
DMR_21070 DMR_06140
DMR_21070 DMR_19010
DMR_21070 DMR_05370
DMR_21080 DMR_38890
DMR_21080 DMR_07380
DMR_21080 DMR_38050
DMR_21080 DMR_25390
DMR_21080 DMR_35530
DMR_21080 DMR_11000
DMR_21080 DMR_19210
DMR_21080 DMR_06140
DMR_21080 DMR_34930
DMR_21080 DMR_42330
DMR_21080 DMR_20070
DMR_21080 DMR_11660
DMR_21080 DMR_31320
DMR_21080 DMR_07370
DMR_21080 DMR_44990
DMR_21080 DMR_21630
DMR_21080 DMR_22840
DMR_21080 DMR_44980
DMR_21080 DMR_21070
DMR_21080 DMR_44600
DMR_21080 DMR_21090
DMR_21080 DMR_18770
DMR_21080 DMR_05370
DMR_21080 DMR_28980
DMR_21080 DMR_29430
DMR_21080 DMR_19010
DMR_21080 DMR_27100
DMR_21080 DMR_05180
DMR_21080 DMR_28790
DMR_21080 DMR_25420
DMR_21080 DMR_18320
DMR_21080 DMR_18780
DMR_21090 DMR_25390
DMR_21090 DMR_44990
DMR_21090 DMR_38890
DMR_21090 DMR_21080
DMR_21090 DMR_05560
DMR_21090 DMR_29430
DMR_21090 DMR_27100
DMR_21130 DMR_08040
DMR_21130 DMR_18240
DMR_21130 DMR_42050
DMR_21130 DMR_45000
DMR_21130 DMR_08500
DMR_21130 DMR_39990
DMR_21130 DMR_37500
DMR_21130 DMR_37140
DMR_21130 DMR_44060
DMR_21130 DMR_07630
DMR_21130 DMR_16040
DMR_21130 DMR_00300
DMR_21130 DMR_05920
DMR_21130 DMR_12050
DMR_21130 DMR_28990
DMR_21130 DMR_14920
DMR_21130 DMR_37180
DMR_21130 DMR_17120
DMR_21130 DMR_43440
DMR_21130 DMR_03270
DMR_21130 DMR_30810
DMR_21130 DMR_37170
DMR_21150 DMR_34740
DMR_21150 DMR_45930
DMR_21150 DMR_20420
DMR_21150 DMR_38390
DMR_21150 DMR_39360
DMR_21160 DMR_21960
DMR_21160 DMR_22400
DMR_21160 DMR_22390
DMR_21160 DMR_43690
DMR_21160 DMR_43210
DMR_21160 DMR_39830
DMR_21160 DMR_26010
DMR_21160 DMR_15390
DMR_21160 DMR_32860
DMR_21160 DMR_03270
DMR_21160 DMR_03250
DMR_21160 DMR_45000
DMR_21160 DMR_05590
DMR_21160 DMR_12660
DMR_21200 DMR_00600
DMR_21220 DMR_21290
DMR_21220 DMR_33320
DMR_21220 DMR_31800
DMR_21220 DMR_03800
DMR_21220 DMR_08290
DMR_21220 DMR_25320
DMR_21290 DMR_03800
DMR_21290 DMR_21220
DMR_21290 DMR_33320
DMR_21300 DMR_20680
DMR_21320 DMR_17280
DMR_21320 DMR_39470
DMR_21320 DMR_02810
DMR_21400 DMR_06980
DMR_21400 DMR_33560
DMR_21400 DMR_33540
DMR_21400 DMR_04930
DMR_21400 DMR_33550
DMR_21400 DMR_44040
DMR_21460 DMR_35800
DMR_21460 DMR_35810
DMR_21490 DMR_15740
DMR_21490 DMR_25780
DMR_21490 DMR_15750
DMR_21490 DMR_43540
DMR_21490 DMR_08200
DMR_21490 DMR_24450
DMR_21490 DMR_15760
DMR_21490 DMR_24460
DMR_21490 DMR_37450
DMR_21490 DMR_19370
DMR_21490 DMR_37460
DMR_21490 DMR_24440
DMR_21500 DMR_21510
DMR_21500 DMR_15520
DMR_21500 DMR_21520
DMR_21500 DMR_15510
DMR_21500 DMR_15500
DMR_21510 DMR_21500
DMR_21510 DMR_15520
DMR_21510 DMR_15500
DMR_21510 DMR_21520
DMR_21510 DMR_15510
DMR_21520 DMR_21500
DMR_21520 DMR_21510
DMR_21520 DMR_15520
DMR_21520 DMR_15500
DMR_21520 DMR_15510
DMR_21530 DMR_15750
DMR_21530 DMR_24460
DMR_21530 DMR_05740
DMR_21530 DMR_24440
DMR_21530 DMR_17240
DMR_21530 DMR_34300
DMR_21530 DMR_37460
DMR_21530 DMR_26930
DMR_21530 DMR_37450
DMR_21530 DMR_26700
DMR_21530 DMR_14270
DMR_21530 DMR_15740
DMR_21530 DMR_34340
DMR_21530 DMR_24450
DMR_21530 DMR_43540
DMR_21530 DMR_05730
DMR_21530 DMR_28100
DMR_21530 DMR_15760
DMR_21530 DMR_34310
DMR_21580 DMR_03880
DMR_21580 DMR_13990
DMR_21580 DMR_15970
DMR_21630 DMR_42330
DMR_21630 DMR_18000
DMR_21630 DMR_38050
DMR_21630 DMR_06140
DMR_21630 DMR_35530
DMR_21630 DMR_21080
DMR_21630 DMR_22840
DMR_21630 DMR_44980
DMR_21630 DMR_21070
DMR_21630 DMR_43020
DMR_21630 DMR_19010
DMR_21630 DMR_05370
DMR_21660 DMR_13630
DMR_21660 DMR_20900
DMR_21660 DMR_17800
DMR_21720 DMR_11680
DMR_21720 DMR_00070
DMR_21720 DMR_23610
DMR_21740 DMR_25620
DMR_21750 DMR_35350
DMR_21830 DMR_16010
DMR_21830 DMR_28090
DMR_21830 DMR_20070
DMR_21830 DMR_38720
DMR_21830 DMR_17880
DMR_21830 DMR_15980
DMR_21830 DMR_18780
DMR_21830 DMR_21850
DMR_21830 DMR_35020
DMR_21830 DMR_13550
DMR_21830 DMR_07380
DMR_21830 DMR_34180
DMR_21830 DMR_05920
DMR_21830 DMR_21840
DMR_21830 DMR_14270
DMR_21830 DMR_34340
DMR_21830 DMR_07370
DMR_21830 DMR_42440
DMR_21830 DMR_18770
DMR_21830 DMR_34170
DMR_21830 DMR_37260
DMR_21830 DMR_05180
DMR_21830 DMR_15470
DMR_21830 DMR_28100
DMR_21840 DMR_07380
DMR_21840 DMR_16010
DMR_21840 DMR_28090
DMR_21840 DMR_13550
DMR_21840 DMR_35020
DMR_21840 DMR_20070
DMR_21840 DMR_21850
DMR_21840 DMR_34180
DMR_21840 DMR_05920
DMR_21840 DMR_34340
DMR_21840 DMR_14270
DMR_21840 DMR_07370
DMR_21840 DMR_21830
DMR_21840 DMR_38720
DMR_21840 DMR_42440
DMR_21840 DMR_17880
DMR_21840 DMR_15980
DMR_21840 DMR_18770
DMR_21840 DMR_34170
DMR_21840 DMR_37260
DMR_21840 DMR_05180
DMR_21840 DMR_18780
DMR_21840 DMR_28100
DMR_21840 DMR_15470
DMR_21850 DMR_34180
DMR_21850 DMR_21840
DMR_21850 DMR_00250
DMR_21850 DMR_21830
DMR_21850 DMR_34170
DMR_21960 DMR_21160
DMR_21960 DMR_26010
DMR_21960 DMR_12660
DMR_22000 DMR_25730
DMR_22010 DMR_20390
DMR_22010 DMR_03800
DMR_22010 DMR_26040
DMR_22050 DMR_46260
DMR_22050 DMR_16740
DMR_22070 DMR_16260
DMR_22070 DMR_43320
DMR_22070 DMR_46250
DMR_22070 DMR_16250
DMR_22070 DMR_29430
DMR_22120 DMR_01920
DMR_22120 DMR_01910
DMR_22120 DMR_05410
DMR_22120 DMR_01900
DMR_22120 DMR_05420
DMR_22150 DMR_43340
DMR_22150 DMR_10730
DMR_22150 DMR_06110
DMR_22150 DMR_16750
DMR_22150 DMR_46030
DMR_22150 DMR_22160
DMR_22150 DMR_34330
DMR_22150 DMR_20320
DMR_22150 DMR_30990
DMR_22150 DMR_29430
DMR_22160 DMR_06110
DMR_22160 DMR_22150
DMR_22160 DMR_43340
DMR_22160 DMR_10730
DMR_22160 DMR_26530
DMR_22160 DMR_46030
DMR_22160 DMR_26540
DMR_22160 DMR_34330
DMR_22160 DMR_20320
DMR_22160 DMR_30990
DMR_22160 DMR_00720
DMR_22230 DMR_23920
DMR_22230 DMR_29050
DMR_22230 DMR_33430
DMR_22230 DMR_28680
DMR_22230 DMR_16140
DMR_22230 DMR_19040
DMR_22240 DMR_22250
DMR_22240 DMR_16670
DMR_22240 DMR_22280
DMR_22240 DMR_22270
DMR_22250 DMR_22240
DMR_22250 DMR_22270
DMR_22250 DMR_16670
DMR_22250 DMR_22280
DMR_22260 DMR_05070
DMR_22260 DMR_22280
DMR_22260 DMR_16670
DMR_22270 DMR_22240
DMR_22270 DMR_22250
DMR_22270 DMR_22280
DMR_22270 DMR_16670
DMR_22280 DMR_22240
DMR_22280 DMR_05070
DMR_22280 DMR_22260
DMR_22280 DMR_22270
DMR_22280 DMR_22250
DMR_22280 DMR_16670
DMR_22310 DMR_19180
DMR_22350 DMR_00650
DMR_22350 DMR_21040
DMR_22350 DMR_21050
DMR_22370 DMR_39240
DMR_22370 DMR_19340
DMR_22370 DMR_21040
DMR_22370 DMR_21050
DMR_22390 DMR_21160
DMR_22390 DMR_05590
DMR_22390 DMR_26010
DMR_22390 DMR_43210
DMR_22390 DMR_39830
DMR_22390 DMR_43690
DMR_22390 DMR_22400
DMR_22390 DMR_32860
DMR_22400 DMR_43210
DMR_22400 DMR_39830
DMR_22400 DMR_03270
DMR_22400 DMR_03250
DMR_22400 DMR_45000
DMR_22400 DMR_21160
DMR_22400 DMR_22390
DMR_22400 DMR_43690
DMR_22400 DMR_07640
DMR_22400 DMR_05590
DMR_22410 DMR_22420
DMR_22410 DMR_45610
DMR_22410 DMR_05880
DMR_22410 DMR_09050
DMR_22410 DMR_22440
DMR_22410 DMR_09060
DMR_22410 DMR_12090
DMR_22410 DMR_11400
DMR_22410 DMR_11370
DMR_22410 DMR_05860
DMR_22410 DMR_05810
DMR_22410 DMR_11380
DMR_22410 DMR_22660
DMR_22410 DMR_45580
DMR_22410 DMR_45590
DMR_22410 DMR_05800
DMR_22410 DMR_37820
DMR_22410 DMR_22450
DMR_22410 DMR_01770
DMR_22410 DMR_11360
DMR_22410 DMR_12060
DMR_22410 DMR_09090
DMR_22410 DMR_05790
DMR_22410 DMR_05820
DMR_22410 DMR_22670
DMR_22410 DMR_03460
DMR_22410 DMR_12070
DMR_22410 DMR_12080
DMR_22410 DMR_09070
DMR_22410 DMR_38970
DMR_22410 DMR_05870
DMR_22410 DMR_22680
DMR_22410 DMR_11390
DMR_22410 DMR_45600
DMR_22410 DMR_05890
DMR_22410 DMR_22650
DMR_22420 DMR_11370
DMR_22420 DMR_45570
DMR_22420 DMR_05860
DMR_22420 DMR_05810
DMR_22420 DMR_11400
DMR_22420 DMR_22660
DMR_22420 DMR_22440
DMR_22420 DMR_11380
DMR_22420 DMR_45580
DMR_22420 DMR_09060
DMR_22420 DMR_05830
DMR_22420 DMR_22690
DMR_22420 DMR_45590
DMR_22420 DMR_37820
DMR_22420 DMR_05800
DMR_22420 DMR_01770
DMR_22420 DMR_22450
DMR_22420 DMR_12060
DMR_22420 DMR_22410
DMR_22420 DMR_09070
DMR_22420 DMR_22670
DMR_22420 DMR_11350
DMR_22420 DMR_12100
DMR_22420 DMR_03460
DMR_22420 DMR_12070
DMR_22420 DMR_12080
DMR_22420 DMR_45600
DMR_22420 DMR_05870
DMR_22420 DMR_38970
DMR_22420 DMR_11390
DMR_22420 DMR_09040
DMR_22420 DMR_05790
DMR_22420 DMR_22650
DMR_22420 DMR_09050
DMR_22420 DMR_05900
DMR_22420 DMR_05880
DMR_22440 DMR_05860
DMR_22440 DMR_45570
DMR_22440 DMR_11400
DMR_22440 DMR_11370
DMR_22440 DMR_05880
DMR_22440 DMR_09050
DMR_22440 DMR_05900
DMR_22440 DMR_45610
DMR_22440 DMR_05810
DMR_22440 DMR_12090
DMR_22440 DMR_22420
DMR_22440 DMR_45580
DMR_22440 DMR_22690
DMR_22440 DMR_05830
DMR_22440 DMR_09060
DMR_22440 DMR_37820
DMR_22440 DMR_01770
DMR_22440 DMR_22450
DMR_22440 DMR_22410
DMR_22440 DMR_09090
DMR_22440 DMR_12060
DMR_22440 DMR_11360
DMR_22440 DMR_05790
DMR_22440 DMR_12100
DMR_22440 DMR_11350
DMR_22440 DMR_22670
DMR_22440 DMR_05820
DMR_22440 DMR_03460
DMR_22440 DMR_12080
DMR_22440 DMR_22680
DMR_22440 DMR_38970
DMR_22440 DMR_45600
DMR_22440 DMR_11390
DMR_22440 DMR_09040
DMR_22440 DMR_05890
DMR_22440 DMR_22650
DMR_22450 DMR_05890
DMR_22450 DMR_45590
DMR_22450 DMR_05800
DMR_22450 DMR_22690
DMR_22450 DMR_22410
DMR_22450 DMR_11360
DMR_22450 DMR_09090
DMR_22450 DMR_22670
DMR_22450 DMR_11350
DMR_22450 DMR_12100
DMR_22450 DMR_05820
DMR_22450 DMR_12070
DMR_22450 DMR_09070
DMR_22450 DMR_22680
DMR_22450 DMR_05870
DMR_22450 DMR_09040
DMR_22450 DMR_12080
DMR_22450 DMR_45570
DMR_22450 DMR_12090
DMR_22450 DMR_22420
DMR_22450 DMR_45610
DMR_22450 DMR_05880
DMR_22450 DMR_05900
DMR_22450 DMR_11370
DMR_22450 DMR_22440
DMR_22450 DMR_09060
DMR_22450 DMR_05810
DMR_22450 DMR_05830
DMR_22450 DMR_45580
DMR_22450 DMR_22660
DMR_22450 DMR_11380
DMR_22470 DMR_22490
DMR_22470 DMR_22480
DMR_22480 DMR_22490
DMR_22480 DMR_22470
DMR_22490 DMR_22470
DMR_22490 DMR_22480
DMR_22540 DMR_39830
DMR_22540 DMR_43690
DMR_22540 DMR_28280
DMR_22540 DMR_20580
DMR_22540 DMR_31100
DMR_22540 DMR_03760
DMR_22540 DMR_18210
DMR_22540 DMR_31440
DMR_22550 DMR_20420
DMR_22550 DMR_46030
DMR_22550 DMR_44200
DMR_22550 DMR_10730
DMR_22550 DMR_06110
DMR_22550 DMR_43710
DMR_22550 DMR_30990
DMR_22550 DMR_34330
DMR_22580 DMR_46180
DMR_22580 DMR_45060
DMR_22640 DMR_19670
DMR_22640 DMR_17770
DMR_22640 DMR_14270
DMR_22640 DMR_42060
DMR_22640 DMR_17530
DMR_22640 DMR_06660
DMR_22640 DMR_39410
DMR_22650 DMR_45610
DMR_22650 DMR_05900
DMR_22650 DMR_05880
DMR_22650 DMR_22420
DMR_22650 DMR_12090
DMR_22650 DMR_11370
DMR_22650 DMR_45570
DMR_22650 DMR_05810
DMR_22650 DMR_22660
DMR_22650 DMR_11380
DMR_22650 DMR_45580
DMR_22650 DMR_05830
DMR_22650 DMR_09060
DMR_22650 DMR_22440
DMR_22650 DMR_45590
DMR_22650 DMR_22690
DMR_22650 DMR_05800
DMR_22650 DMR_11360
DMR_22650 DMR_22410
DMR_22650 DMR_09070
DMR_22650 DMR_09090
DMR_22650 DMR_11350
DMR_22650 DMR_22670
DMR_22650 DMR_12100
DMR_22650 DMR_05820
DMR_22650 DMR_12070
DMR_22650 DMR_05890
DMR_22650 DMR_05870
DMR_22650 DMR_22680
DMR_22650 DMR_12080
DMR_22650 DMR_09040
DMR_22660 DMR_12060
DMR_22660 DMR_45610
DMR_22660 DMR_11360
DMR_22660 DMR_09050
DMR_22660 DMR_05860
DMR_22660 DMR_12090
DMR_22660 DMR_05880
DMR_22660 DMR_05900
DMR_22660 DMR_22420
DMR_22660 DMR_45570
DMR_22660 DMR_11370
DMR_22660 DMR_22690
DMR_22660 DMR_11400
DMR_22660 DMR_05810
DMR_22660 DMR_45580
DMR_22660 DMR_05830
DMR_22660 DMR_09060
DMR_22660 DMR_37820
DMR_22660 DMR_22450
DMR_22660 DMR_01770
DMR_22660 DMR_09090
DMR_22660 DMR_22410
DMR_22660 DMR_11350
DMR_22660 DMR_22670
DMR_22660 DMR_12100
DMR_22660 DMR_38970
DMR_22660 DMR_03460
DMR_22660 DMR_05820
DMR_22660 DMR_09040
DMR_22660 DMR_11390
DMR_22660 DMR_22680
DMR_22660 DMR_45600
DMR_22660 DMR_12080
DMR_22660 DMR_05790
DMR_22660 DMR_22650
DMR_22660 DMR_05890
DMR_22670 DMR_22660
DMR_22670 DMR_22690
DMR_22670 DMR_03460
DMR_22670 DMR_22450
DMR_22670 DMR_12100
DMR_22670 DMR_12060
DMR_22670 DMR_45600
DMR_22670 DMR_11390
DMR_22670 DMR_12070
DMR_22670 DMR_09050
DMR_22670 DMR_01770
DMR_22670 DMR_11380
DMR_22670 DMR_45610
DMR_22670 DMR_09070
DMR_22670 DMR_05900
DMR_22670 DMR_12090
DMR_22670 DMR_22410
DMR_22670 DMR_05830
DMR_22670 DMR_22420
DMR_22670 DMR_22680
DMR_22670 DMR_05870
DMR_22670 DMR_38970
DMR_22670 DMR_05820
DMR_22670 DMR_05860
DMR_22670 DMR_22440
DMR_22670 DMR_05790
DMR_22670 DMR_09040
DMR_22670 DMR_11360
DMR_22670 DMR_45570
DMR_22670 DMR_09090
DMR_22670 DMR_45590
DMR_22670 DMR_37820
DMR_22670 DMR_11400
DMR_22670 DMR_22650
DMR_22670 DMR_05890
DMR_22670 DMR_05800
DMR_22670 DMR_11350
DMR_22680 DMR_11370
DMR_22680 DMR_05880
DMR_22680 DMR_09050
DMR_22680 DMR_05900
DMR_22680 DMR_45580
DMR_22680 DMR_45570
DMR_22680 DMR_05860
DMR_22680 DMR_11400
DMR_22680 DMR_22660
DMR_22680 DMR_05810
DMR_22680 DMR_11380
DMR_22680 DMR_05830
DMR_22680 DMR_22440
DMR_22680 DMR_09060
DMR_22680 DMR_01770
DMR_22680 DMR_45590
DMR_22680 DMR_37820
DMR_22680 DMR_22450
DMR_22680 DMR_05800
DMR_22680 DMR_22690
DMR_22680 DMR_22410
DMR_22680 DMR_12060
DMR_22680 DMR_12100
DMR_22680 DMR_11350
DMR_22680 DMR_22670
DMR_22680 DMR_05870
DMR_22680 DMR_03460
DMR_22680 DMR_12070
DMR_22680 DMR_09070
DMR_22680 DMR_05790
DMR_22680 DMR_45600
DMR_22680 DMR_38970
DMR_22680 DMR_11390
DMR_22680 DMR_12080
DMR_22680 DMR_09040
DMR_22680 DMR_22650
DMR_22690 DMR_45600
DMR_22690 DMR_05860
DMR_22690 DMR_11390
DMR_22690 DMR_09050
DMR_22690 DMR_12090
DMR_22690 DMR_45610
DMR_22690 DMR_05880
DMR_22690 DMR_22420
DMR_22690 DMR_11370
DMR_22690 DMR_11400
DMR_22690 DMR_05810
DMR_22690 DMR_22660
DMR_22690 DMR_22440
DMR_22690 DMR_11380
DMR_22690 DMR_45580
DMR_22690 DMR_09060
DMR_22690 DMR_37820
DMR_22690 DMR_45590
DMR_22690 DMR_22450
DMR_22690 DMR_05800
DMR_22690 DMR_01770
DMR_22690 DMR_12060
DMR_22690 DMR_11360
DMR_22690 DMR_09090
DMR_22690 DMR_22670
DMR_22690 DMR_03460
DMR_22690 DMR_05820
DMR_22690 DMR_22680
DMR_22690 DMR_12070
DMR_22690 DMR_09070
DMR_22690 DMR_38970
DMR_22690 DMR_05870
DMR_22690 DMR_05790
DMR_22690 DMR_12080
DMR_22690 DMR_22650
DMR_22690 DMR_05890
DMR_22790 DMR_39950
DMR_22790 DMR_38560
DMR_22790 DMR_39960
DMR_22790 DMR_39980
DMR_22810 DMR_33420
DMR_22810 DMR_29050
DMR_22810 DMR_28680
DMR_22810 DMR_20770
DMR_22810 DMR_33440
DMR_22810 DMR_02830
DMR_22810 DMR_10020
DMR_22810 DMR_19040
DMR_22810 DMR_02850
DMR_22810 DMR_23750
DMR_22810 DMR_23770
DMR_22810 DMR_11050
DMR_22810 DMR_33460
DMR_22810 DMR_23920
DMR_22810 DMR_18430
DMR_22810 DMR_23760
DMR_22810 DMR_27990
DMR_22810 DMR_23780
DMR_22810 DMR_09310
DMR_22810 DMR_23820
DMR_22810 DMR_36600
DMR_22810 DMR_33480
DMR_22810 DMR_33430
DMR_22810 DMR_16140
DMR_22810 DMR_26640
DMR_22840 DMR_18000
DMR_22840 DMR_43340
DMR_22840 DMR_25390
DMR_22840 DMR_38050
DMR_22840 DMR_11660
DMR_22840 DMR_31320
DMR_22840 DMR_20070
DMR_22840 DMR_34930
DMR_22840 DMR_07380
DMR_22840 DMR_42330
DMR_22840 DMR_35530
DMR_22840 DMR_19210
DMR_22840 DMR_05550
DMR_22840 DMR_21080
DMR_22840 DMR_11000
DMR_22840 DMR_06140
DMR_22840 DMR_07370
DMR_22840 DMR_21630
DMR_22840 DMR_44600
DMR_22840 DMR_44980
DMR_22840 DMR_21070
DMR_22840 DMR_43020
DMR_22840 DMR_18770
DMR_22840 DMR_05180
DMR_22840 DMR_27100
DMR_22840 DMR_19010
DMR_22840 DMR_28980
DMR_22840 DMR_05370
DMR_22840 DMR_28790
DMR_22840 DMR_25420
DMR_22840 DMR_18320
DMR_22840 DMR_18780
DMR_22850 DMR_26980
DMR_22860 DMR_04400
DMR_22860 DMR_43130
DMR_22860 DMR_22870
DMR_22860 DMR_45660
DMR_22860 DMR_00430
DMR_22870 DMR_43130
DMR_22870 DMR_04400
DMR_22870 DMR_45660
DMR_22870 DMR_00430
DMR_22870 DMR_22860
DMR_22960 DMR_00190
DMR_22960 DMR_00200
DMR_22960 DMR_22970
DMR_22960 DMR_00180
DMR_22960 DMR_32930
DMR_22960 DMR_32940
DMR_22960 DMR_13540
DMR_22960 DMR_22980
DMR_22970 DMR_00180
DMR_22970 DMR_22960
DMR_22970 DMR_00200
DMR_22970 DMR_00190
DMR_22970 DMR_22980
DMR_22970 DMR_13540
DMR_22970 DMR_32930
DMR_22970 DMR_32940
DMR_22980 DMR_22970
DMR_22980 DMR_32940
DMR_22980 DMR_00200
DMR_22980 DMR_22960
DMR_22980 DMR_00190
DMR_22980 DMR_00180
DMR_22980 DMR_13540
DMR_22980 DMR_32930
DMR_23150 DMR_03860
DMR_23150 DMR_29420
DMR_23150 DMR_24370
DMR_23160 DMR_30710
DMR_23210 DMR_37500
DMR_23210 DMR_44060
DMR_23210 DMR_11650
DMR_23290 DMR_39950
DMR_23290 DMR_12700
DMR_23290 DMR_39980
DMR_23290 DMR_12710
DMR_23320 DMR_26520
DMR_23320 DMR_00540
DMR_23610 DMR_21720
DMR_23740 DMR_12460
DMR_23740 DMR_05590
DMR_23740 DMR_40230
DMR_23740 DMR_14050
DMR_23740 DMR_05180
DMR_23740 DMR_17070
DMR_23740 DMR_04610
DMR_23740 DMR_19990
DMR_23740 DMR_31160
DMR_23740 DMR_31740
DMR_23740 DMR_35950
DMR_23740 DMR_44720
DMR_23740 DMR_24480
DMR_23740 DMR_19960
DMR_23740 DMR_31150
DMR_23740 DMR_17700
DMR_23740 DMR_25360
DMR_23740 DMR_44320
DMR_23750 DMR_04320
DMR_23750 DMR_22810
DMR_23750 DMR_02430
DMR_23750 DMR_10020
DMR_23750 DMR_08380
DMR_23750 DMR_19950
DMR_23750 DMR_01860
DMR_23750 DMR_36560
DMR_23750 DMR_02850
DMR_23750 DMR_29620
DMR_23750 DMR_28870
DMR_23750 DMR_08750
DMR_23750 DMR_35850
DMR_23750 DMR_26500
DMR_23750 DMR_01390
DMR_23750 DMR_23770
DMR_23750 DMR_10030
DMR_23750 DMR_16200
DMR_23750 DMR_29830
DMR_23750 DMR_09310
DMR_23750 DMR_27200
DMR_23750 DMR_37860
DMR_23750 DMR_09990
DMR_23750 DMR_23780
DMR_23750 DMR_19580
DMR_23750 DMR_29150
DMR_23750 DMR_27400
DMR_23750 DMR_35360
DMR_23750 DMR_12590
DMR_23750 DMR_40240
DMR_23750 DMR_09320
DMR_23750 DMR_19070
DMR_23750 DMR_43570
DMR_23750 DMR_39290
DMR_23750 DMR_33420
DMR_23750 DMR_20770
DMR_23750 DMR_38310
DMR_23750 DMR_33440
DMR_23750 DMR_14010
DMR_23750 DMR_44400
DMR_23750 DMR_46100
DMR_23750 DMR_44450
DMR_23760 DMR_38310
DMR_23760 DMR_43570
DMR_23760 DMR_39290
DMR_23760 DMR_44400
DMR_23760 DMR_14010
DMR_23760 DMR_28870
DMR_23760 DMR_44450
DMR_23760 DMR_46100
DMR_23760 DMR_04320
DMR_23760 DMR_02430
DMR_23760 DMR_22810
DMR_23760 DMR_08380
DMR_23760 DMR_19950
DMR_23760 DMR_36560
DMR_23760 DMR_01860
DMR_23760 DMR_29620
DMR_23760 DMR_08750
DMR_23760 DMR_35850
DMR_23760 DMR_01390
DMR_23760 DMR_26500
DMR_23760 DMR_10030
DMR_23760 DMR_29830
DMR_23760 DMR_27200
DMR_23760 DMR_37860
DMR_23760 DMR_09990
DMR_23760 DMR_16200
DMR_23760 DMR_19580
DMR_23760 DMR_27400
DMR_23760 DMR_29150
DMR_23760 DMR_35360
DMR_23760 DMR_12590
DMR_23760 DMR_40240
DMR_23760 DMR_09320
DMR_23760 DMR_19070
DMR_23770 DMR_11050
DMR_23770 DMR_23920
DMR_23770 DMR_18430
DMR_23770 DMR_09320
DMR_23770 DMR_19070
DMR_23770 DMR_43570
DMR_23770 DMR_39290
DMR_23770 DMR_29050
DMR_23770 DMR_33420
DMR_23770 DMR_28680
DMR_23770 DMR_38310
DMR_23770 DMR_44400
DMR_23770 DMR_08380
DMR_23770 DMR_02430
DMR_23770 DMR_14010
DMR_23770 DMR_04320
DMR_23770 DMR_44450
DMR_23770 DMR_46100
DMR_23770 DMR_22810
DMR_23770 DMR_27990
DMR_23770 DMR_29830
DMR_23770 DMR_36600
DMR_23770 DMR_27200
DMR_23770 DMR_33430
DMR_23770 DMR_37860
DMR_23770 DMR_23780
DMR_23770 DMR_33480
DMR_23770 DMR_16200
DMR_23770 DMR_09990
DMR_23770 DMR_16140
DMR_23770 DMR_19580
DMR_23770 DMR_27400
DMR_23770 DMR_29150
DMR_23770 DMR_35360
DMR_23770 DMR_26640
DMR_23770 DMR_12590
DMR_23770 DMR_40240
DMR_23770 DMR_36560
DMR_23770 DMR_19950
DMR_23770 DMR_01860
DMR_23770 DMR_10030
DMR_23770 DMR_02850
DMR_23770 DMR_23750
DMR_23770 DMR_29620
DMR_23770 DMR_26500
DMR_23770 DMR_19040
DMR_23770 DMR_35850
DMR_23770 DMR_08750
DMR_23770 DMR_01390
DMR_23770 DMR_28870
DMR_23780 DMR_33420
DMR_23780 DMR_09320
DMR_23780 DMR_18430
DMR_23780 DMR_23920
DMR_23780 DMR_08380
DMR_23780 DMR_19950
DMR_23780 DMR_01860
DMR_23780 DMR_36560
DMR_23780 DMR_19070
DMR_23780 DMR_02850
DMR_23780 DMR_36600
DMR_23780 DMR_29620
DMR_23780 DMR_39290
DMR_23780 DMR_19040
DMR_23780 DMR_23750
DMR_23780 DMR_26500
DMR_23780 DMR_01390
