BT_0005 BT_2718
BT_1228 BT_0373
BT_1228 BT_3305
BT_1228 BT_1757
BT_1236 BT_1881
BT_1236 BT_2527
BT_1236 BT_4003
BT_1236 BT_1539
BT_1236 BT_0184
BT_1236 BT_4554
BT_1236 BT_2440
BT_1259 BT_1911
BT_1259 BT_2086
BT_1273 BT_1275
BT_1273 BT_3763
BT_1273 BT_2430
BT_1273 BT_1757
BT_1273 BT_3305
BT_1274 BT_1275
BT_1274 BT_3763
BT_1275 BT_3763
BT_1275 BT_3764
BT_1275 BT_1273
BT_1275 BT_1274
BT_1275 BT_3766
BT_1288 BT_1291
BT_1288 BT_1290
BT_1288 BT_1289
BT_1289 BT_1291
BT_1289 BT_1288
BT_1289 BT_1290
BT_1290 BT_1291
BT_1290 BT_1288
BT_1290 BT_1289
BT_1291 BT_1321
BT_1291 BT_1289
BT_1291 BT_3640
BT_1291 BT_1290
BT_1291 BT_1288
BT_1293 BT_4690
BT_1293 BT_4305
BT_1293 BT_3703
BT_1293 BT_1548
BT_1293 BT_4581
BT_1293 BT_3698
BT_1293 BT_2146
BT_1293 BT_4307
BT_1293 BT_3163
BT_1293 BT_1100
BT_1293 BT_0683
BT_1293 BT_3299
BT_1293 BT_3661
BT_1293 BT_3950
BT_1293 BT_0132
BT_1293 BT_0771
BT_1293 BT_3704
BT_1293 BT_3294
BT_1293 BT_0339
BT_1293 BT_4303
BT_1293 BT_3086
BT_1293 BT_3664
BT_1293 BT_1871
BT_1293 BT_2620
BT_1293 BT_0773
BT_1293 BT_1351
BT_1295 BT_3411
BT_1296 BT_4387
BT_1296 BT_3411
BT_1297 BT_4387
BT_1297 BT_3411
BT_1298 BT_4387
BT_1298 BT_3411
BT_1299 BT_4387
BT_1299 BT_3411
BT_1301 BT_3411
BT_1301 BT_4387
BT_1316 BT_1210
BT_1316 BT_1209
BT_1317 BT_4253
BT_1317 BT_2543
BT_1321 BT_1291
BT_1321 BT_0009
BT_1321 BT_1323
BT_1321 BT_2664
BT_1321 BT_1322
BT_1321 BT_1324
BT_1321 BT_3640
BT_1322 BT_1323
BT_1322 BT_0009
BT_1322 BT_2664
BT_1322 BT_1324
BT_1322 BT_1321
BT_1323 BT_1321
BT_1323 BT_1322
BT_1323 BT_1324
BT_1323 BT_0009
BT_1323 BT_2664
BT_1324 BT_1323
BT_1324 BT_2664
BT_1324 BT_0009
BT_1324 BT_1322
BT_1324 BT_1321
BT_1333 BT_1009
BT_1333 BT_0891
BT_1333 BT_0892
BT_1333 BT_3731
BT_1333 BT_0250
BT_1335 BT_0738
BT_1335 BT_2047
BT_1335 BT_3646
BT_1335 BT_2048
BT_1335 BT_0737
BT_1338 BT_0828
BT_1338 BT_0725
BT_1338 BT_1730
BT_1338 BT_0465
BT_1338 BT_2016
BT_1338 BT_0464
BT_1338 BT_0466
BT_1338 BT_1349
BT_1341 BT_0381
BT_1341 BT_0379
BT_1341 BT_0829
BT_1341 BT_0599
BT_1341 BT_1342
BT_1341 BT_1059
BT_1341 BT_0623
BT_1342 BT_1351
BT_1342 BT_0379
BT_1342 BT_1350
BT_1342 BT_0829
BT_1342 BT_1341
BT_1342 BT_0599
BT_1342 BT_1059
BT_1349 BT_0465
BT_1349 BT_1338
BT_1349 BT_2016
BT_1349 BT_0828
BT_1349 BT_0725
BT_1349 BT_0464
BT_1349 BT_1730
BT_1349 BT_0466
BT_1350 BT_1351
BT_1350 BT_1342
BT_1351 BT_1342
BT_1351 BT_1548
BT_1351 BT_1293
BT_1351 BT_1100
BT_1351 BT_1350
BT_1362 BT_3080
BT_1362 BT_1476
BT_1362 BT_3034
BT_1362 BT_4138
BT_1362 BT_1398
BT_1362 BT_2415
BT_1362 BT_4366
BT_1362 BT_1852
BT_1363 BT_3260
BT_1363 BT_3925
BT_1363 BT_1431
BT_1363 BT_1364
BT_1363 BT_1998
BT_1363 BT_2841
BT_1363 BT_3820
BT_1363 BT_0889
BT_1363 BT_1610
BT_1363 BT_2230
BT_1363 BT_3460
BT_1364 BT_2230
BT_1364 BT_1363
BT_1364 BT_1610
BT_1364 BT_3460
BT_1364 BT_3260
BT_1364 BT_3925
BT_1364 BT_1431
BT_1364 BT_2841
BT_1364 BT_1998
BT_1364 BT_3820
BT_1364 BT_0889
BT_1368 BT_2005
BT_1368 BT_3447
BT_1371 BT_0738
BT_1371 BT_1815
BT_1371 BT_1147
BT_1374 BT_4474
BT_1374 BT_3452
BT_1374 BT_0548
BT_1374 BT_1979
BT_1374 BT_4612
BT_1375 BT_0735
BT_1375 BT_1077
BT_1375 BT_0742
BT_1375 BT_1901
BT_1375 BT_2757
BT_1375 BT_3184
BT_1375 BT_2403
BT_1375 BT_1476
BT_1375 BT_3760
BT_1375 BT_0526
BT_1375 BT_3720
BT_1375 BT_0551
BT_1375 BT_3375
BT_1375 BT_2415
BT_1375 BT_0741
BT_1375 BT_2404
BT_1375 BT_3636
BT_1375 BT_1843
BT_1375 BT_2755
BT_1375 BT_2129
BT_1377 BT_0200
BT_1377 BT_1379
BT_1378 BT_3871
BT_1378 BT_1380
BT_1378 BT_3267
BT_1378 BT_3812
BT_1378 BT_1379
BT_1378 BT_0203
BT_1378 BT_0518
BT_1379 BT_1377
BT_1379 BT_1378
BT_1379 BT_1380
BT_1380 BT_3871
BT_1380 BT_3267
BT_1380 BT_3812
BT_1380 BT_1379
BT_1380 BT_0203
BT_1380 BT_0518
BT_1380 BT_1378
BT_1381 BT_4738
BT_1381 BT_0738
BT_1381 BT_1698
BT_1381 BT_4584
BT_1381 BT_2048
BT_1381 BT_1607
BT_1381 BT_2691
BT_1381 BT_2883
BT_1381 BT_2955
BT_1381 BT_2510
BT_1381 BT_1696
BT_1381 BT_0180
BT_1381 BT_0704
BT_1381 BT_1689
BT_1381 BT_4415
BT_1381 BT_1969
BT_1381 BT_2256
BT_1381 BT_1196
BT_1381 BT_3911
BT_1381 BT_2790
BT_1381 BT_2693
BT_1381 BT_1697
BT_1381 BT_3360
BT_1398 BT_1362
BT_1398 BT_2403
BT_1398 BT_2415
BT_1398 BT_3080
BT_1398 BT_2797
BT_1398 BT_1923
BT_1398 BT_1476
BT_1398 BT_0180
BT_1398 BT_4138
BT_1398 BT_1615
BT_1398 BT_4045
BT_1398 BT_2387
BT_1398 BT_1852
BT_1403 BT_2002
BT_1403 BT_3918
BT_1403 BT_0651
BT_1403 BT_4099
BT_1417 BT_4339
BT_1417 BT_1973
BT_1417 BT_0543
BT_1417 BT_1970
BT_1417 BT_1418
BT_1417 BT_0687
BT_1417 BT_0785
BT_1418 BT_0543
BT_1418 BT_1417
BT_1418 BT_4339
BT_1418 BT_1973
BT_1418 BT_1970
BT_1418 BT_0687
BT_1418 BT_0785
BT_1431 BT_3820
BT_1431 BT_0889
BT_1431 BT_2230
BT_1431 BT_1610
BT_1431 BT_3460
BT_1431 BT_1363
BT_1431 BT_3260
BT_1431 BT_2841
BT_1431 BT_3925
BT_1431 BT_1364
BT_1431 BT_1998
BT_1432 BT_3946
BT_1432 BT_0129
BT_1432 BT_1222
BT_1432 BT_0488
BT_1432 BT_1986
BT_1432 BT_0346
BT_1432 BT_0486
BT_1437 BT_1660
BT_1437 BT_1105
BT_1437 BT_1207
BT_1437 BT_3419
BT_1437 BT_1152
BT_1437 BT_2402
BT_1442 BT_1443
BT_1442 BT_0870
BT_1442 BT_1446
BT_1443 BT_1442
BT_1443 BT_1444
BT_1443 BT_0870
BT_1444 BT_4188
BT_1444 BT_1443
BT_1444 BT_0870
BT_1445 BT_3358
BT_1446 BT_1835
BT_1446 BT_1442
BT_1449 BT_2955
BT_1449 BT_3692
BT_1449 BT_0788
BT_1449 BT_2837
BT_1449 BT_4738
BT_1449 BT_2836
BT_1449 BT_0330
BT_1449 BT_1747
BT_1449 BT_1861
BT_1449 BT_0789
BT_1449 BT_0787
BT_1449 BT_1915
BT_1449 BT_3755
BT_1449 BT_3834
BT_1449 BT_0331
BT_1449 BT_0122
BT_1449 BT_2070
BT_1450 BT_1917
BT_1450 BT_3692
BT_1450 BT_0789
BT_1450 BT_3755
BT_1450 BT_1685
BT_1450 BT_4738
BT_1450 BT_2955
BT_1450 BT_2782
BT_1475 BT_2838
BT_1475 BT_3640
BT_1476 BT_3080
BT_1476 BT_0333
BT_1476 BT_0742
BT_1476 BT_2836
BT_1476 BT_3760
BT_1476 BT_4700
BT_1476 BT_0330
BT_1476 BT_3054
BT_1476 BT_0552
BT_1476 BT_4310
BT_1476 BT_0735
BT_1476 BT_0526
BT_1476 BT_1375
BT_1476 BT_1901
BT_1476 BT_2403
BT_1476 BT_4138
BT_1476 BT_0551
BT_1476 BT_4045
BT_1476 BT_0329
BT_1476 BT_3184
BT_1476 BT_1970
BT_1476 BT_2757
BT_1476 BT_3933
BT_1476 BT_0331
BT_1476 BT_2837
BT_1476 BT_1843
BT_1476 BT_1852
BT_1476 BT_2510
BT_1476 BT_2755
BT_1476 BT_2570
BT_1476 BT_2129
BT_1476 BT_0202
BT_1476 BT_4309
BT_1476 BT_1362
BT_1476 BT_1973
BT_1476 BT_3055
BT_1476 BT_2415
BT_1476 BT_0741
BT_1476 BT_2256
BT_1476 BT_2071
BT_1476 BT_3936
BT_1476 BT_1196
BT_1476 BT_3115
BT_1476 BT_1615
BT_1476 BT_2404
BT_1476 BT_0553
BT_1476 BT_3911
BT_1476 BT_2693
BT_1476 BT_2070
BT_1476 BT_1697
BT_1476 BT_3053
BT_1476 BT_2790
BT_1476 BT_1398
BT_1478 BT_4257
BT_1478 BT_0203
BT_1478 BT_0201
BT_1478 BT_0202
BT_1492 BT_0527
BT_1492 BT_4664
BT_1492 BT_0533
BT_1516 BT_0625
BT_1519 BT_2459
BT_1519 BT_0456
BT_1519 BT_4681
BT_1519 BT_3178
BT_1519 BT_4394
BT_1519 BT_1051
BT_1519 BT_0460
BT_1519 BT_3598
BT_1519 BT_0459
BT_1519 BT_1621
BT_1519 BT_0506
BT_1519 BT_4337
BT_1519 BT_1627
BT_1519 BT_2439
BT_1523 BT_4006
BT_1523 BT_4463
BT_1523 BT_1525
BT_1523 BT_2232
BT_1525 BT_3978
BT_1525 BT_2046
BT_1525 BT_2382
BT_1525 BT_4464
BT_1525 BT_1523
BT_1526 BT_2801
BT_1526 BT_2430
BT_1526 BT_3600
BT_1526 BT_2493
BT_1526 BT_4654
BT_1526 BT_1548
BT_1537 BT_1209
BT_1537 BT_1210
BT_1539 BT_4003
BT_1539 BT_2440
BT_1539 BT_2527
BT_1539 BT_4554
BT_1539 BT_1881
BT_1539 BT_2275
BT_1539 BT_1236
BT_1539 BT_0184
BT_1544 BT_2440
BT_1544 BT_4003
BT_1544 BT_0205
BT_1544 BT_2011
BT_1544 BT_1560
BT_1544 BT_1913
BT_1544 BT_0917
BT_1544 BT_2804
BT_1544 BT_3917
BT_1544 BT_2803
BT_1548 BT_1691
BT_1548 BT_0697
BT_1548 BT_1659
BT_1548 BT_2430
BT_1548 BT_1526
BT_1548 BT_1100
BT_1548 BT_4425
BT_1548 BT_3600
BT_1548 BT_1293
BT_1548 BT_2781
BT_1548 BT_2017
BT_1548 BT_0347
BT_1548 BT_1351
BT_1548 BT_0558
BT_1548 BT_2803
BT_1548 BT_0748
BT_1548 BT_3263
BT_1548 BT_0463
BT_1548 BT_1986
BT_1548 BT_1633
BT_1548 BT_0373
BT_1548 BT_2493
BT_1548 BT_2804
BT_1548 BT_0346
BT_1548 BT_1221
BT_1548 BT_1106
BT_1548 BT_4654
BT_1548 BT_2124
BT_1548 BT_1658
BT_1548 BT_0489
BT_1554 BT_0735
BT_1554 BT_4101
BT_1555 BT_4188
BT_1555 BT_4206
BT_1555 BT_1089
BT_1555 BT_4192
BT_1555 BT_3358
BT_1560 BT_2440
BT_1560 BT_0917
BT_1560 BT_1913
BT_1560 BT_4003
BT_1560 BT_3164
BT_1560 BT_2011
BT_1560 BT_1544
BT_1564 BT_1566
BT_1564 BT_0835
BT_1566 BT_1564
BT_1575 BT_1820
BT_1575 BT_1697
BT_1575 BT_4738
BT_1575 BT_2837
BT_1575 BT_2955
BT_1575 BT_1696
BT_1575 BT_2076
BT_1575 BT_1698
BT_1575 BT_1859
BT_1575 BT_2077
BT_1575 BT_1196
BT_1575 BT_1969
BT_1575 BT_2841
BT_1575 BT_1860
BT_1575 BT_2836
BT_1575 BT_1822
BT_1575 BT_0330
BT_1575 BT_1858
BT_1575 BT_0644
BT_1575 BT_1689
BT_1575 BT_4415
BT_1575 BT_0331
BT_1575 BT_1861
BT_1575 BT_1747
BT_1577 BT_3918
BT_1577 BT_4458
BT_1580 BT_0533
BT_1580 BT_4664
BT_1580 BT_0527
BT_1580 BT_4678
BT_1607 BT_3945
BT_1607 BT_0704
BT_1607 BT_4584
BT_1607 BT_0738
BT_1607 BT_2883
BT_1607 BT_2047
BT_1607 BT_1381
BT_1607 BT_0737
BT_1607 BT_2691
BT_1607 BT_4258
BT_1607 BT_3812
BT_1607 BT_3360
BT_1607 BT_3821
BT_1610 BT_3460
BT_1610 BT_1363
BT_1610 BT_3260
BT_1610 BT_1364
BT_1610 BT_1998
BT_1610 BT_3925
BT_1610 BT_1431
BT_1610 BT_2841
BT_1610 BT_3820
BT_1610 BT_0889
BT_1610 BT_2230
BT_1615 BT_1852
BT_1615 BT_0738
BT_1615 BT_3080
BT_1615 BT_1476
BT_1615 BT_4045
BT_1615 BT_4138
BT_1615 BT_1398
BT_1615 BT_2415
BT_1621 BT_2439
BT_1621 BT_0706
BT_1621 BT_1632
BT_1621 BT_1706
BT_1621 BT_1168
BT_1621 BT_0456
BT_1621 BT_3050
BT_1621 BT_4736
BT_1621 BT_2459
BT_1621 BT_4681
BT_1621 BT_0865
BT_1621 BT_4031
BT_1621 BT_3014
BT_1621 BT_3200
BT_1621 BT_1519
BT_1621 BT_4394
BT_1621 BT_1922
BT_1621 BT_1641
BT_1621 BT_4132
BT_1621 BT_3178
BT_1621 BT_4337
BT_1621 BT_1627
BT_1621 BT_2141
BT_1621 BT_2825
BT_1621 BT_1051
BT_1621 BT_4295
BT_1621 BT_0459
BT_1621 BT_0506
BT_1621 BT_3598
BT_1621 BT_2027
BT_1621 BT_1991
BT_1621 BT_0460
BT_1625 BT_4713
BT_1625 BT_1842
BT_1625 BT_4682
BT_1625 BT_3173
BT_1625 BT_1010
BT_1625 BT_3956
BT_1625 BT_4136
BT_1625 BT_3665
BT_1625 BT_3155
BT_1626 BT_0372
BT_1626 BT_4684
BT_1626 BT_2849
BT_1626 BT_0793
BT_1626 BT_4667
BT_1626 BT_3131
BT_1626 BT_3592
BT_1626 BT_3529
BT_1626 BT_3532
BT_1626 BT_3293
BT_1626 BT_0983
BT_1626 BT_0290
BT_1626 BT_3065
BT_1626 BT_3340
BT_1626 BT_3654
BT_1626 BT_4241
BT_1626 BT_0356
BT_1626 BT_4654
BT_1626 BT_3312
BT_1626 BT_0757
BT_1626 BT_3133
BT_1626 BT_2430
BT_1626 BT_4050
BT_1626 BT_2851
BT_1626 BT_3600
BT_1626 BT_3179
BT_1626 BT_0461
BT_1626 BT_4152
BT_1626 BT_2493
BT_1626 BT_2969
BT_1626 BT_2191
BT_1626 BT_0993
BT_1627 BT_1621
BT_1627 BT_1051
BT_1627 BT_0459
BT_1627 BT_2027
BT_1627 BT_0437
BT_1627 BT_1706
BT_1627 BT_3050
BT_1627 BT_1168
BT_1627 BT_0865
BT_1627 BT_4736
BT_1627 BT_0456
BT_1627 BT_2459
BT_1627 BT_4031
BT_1627 BT_3605
BT_1627 BT_4681
BT_1627 BT_1991
BT_1627 BT_0506
BT_1627 BT_3200
BT_1627 BT_3014
BT_1627 BT_0453
BT_1627 BT_1641
BT_1627 BT_4394
BT_1627 BT_3178
BT_1627 BT_2141
BT_1627 BT_4295
BT_1627 BT_2825
BT_1627 BT_3598
BT_1627 BT_0460
BT_1627 BT_1519
BT_1627 BT_4132
BT_1627 BT_1922
BT_1627 BT_4337
BT_1627 BT_2439
BT_1627 BT_0706
BT_1627 BT_1632
BT_1632 BT_2459
BT_1632 BT_0456
BT_1632 BT_2439
BT_1632 BT_0865
BT_1632 BT_1051
BT_1632 BT_4681
BT_1632 BT_1621
BT_1632 BT_4394
BT_1632 BT_0459
BT_1632 BT_0506
BT_1632 BT_1627
BT_1632 BT_3050
BT_1632 BT_4132
BT_1632 BT_4337
BT_1632 BT_4295
BT_1632 BT_2825
BT_1632 BT_0460
BT_1632 BT_3598
BT_1632 BT_3014
BT_1632 BT_3178
BT_1633 BT_3950
BT_1633 BT_1224
BT_1633 BT_1548
BT_1641 BT_4681
BT_1641 BT_0456
BT_1641 BT_2459
BT_1641 BT_4394
BT_1641 BT_3178
BT_1641 BT_1051
BT_1641 BT_1621
BT_1641 BT_0506
BT_1641 BT_0459
BT_1641 BT_3598
BT_1641 BT_2439
BT_1641 BT_0460
BT_1641 BT_4337
BT_1641 BT_1627
BT_1651 BT_3923
BT_1651 BT_2881
BT_1651 BT_0624
BT_1651 BT_2002
BT_1658 BT_2062
BT_1658 BT_0330
BT_1658 BT_4425
BT_1658 BT_3600
BT_1658 BT_1102
BT_1658 BT_1691
BT_1658 BT_2402
BT_1658 BT_2836
BT_1658 BT_2124
BT_1658 BT_3929
BT_1658 BT_1659
BT_1658 BT_1548
BT_1658 BT_4572
BT_1658 BT_4263
BT_1658 BT_1747
BT_1658 BT_1105
BT_1658 BT_0331
BT_1658 BT_2493
BT_1658 BT_1660
BT_1658 BT_1228
BT_1658 BT_3419
BT_1658 BT_2430
BT_1658 BT_2837
BT_1658 BT_1106
BT_1658 BT_4654
BT_1658 BT_3356
BT_1658 BT_0347
BT_1658 BT_0307
BT_1658 BT_2841
BT_1658 BT_3263
BT_1659 BT_1102
BT_1659 BT_1691
BT_1659 BT_4263
BT_1659 BT_4572
BT_1659 BT_2402
BT_1659 BT_2062
BT_1659 BT_0347
BT_1659 BT_2493
BT_1659 BT_0307
BT_1659 BT_3929
BT_1659 BT_0331
BT_1659 BT_1105
BT_1659 BT_1747
BT_1659 BT_3263
BT_1659 BT_1660
BT_1659 BT_1221
BT_1659 BT_2841
BT_1659 BT_3766
BT_1659 BT_0489
BT_1659 BT_2124
BT_1659 BT_2837
BT_1659 BT_1228
BT_1659 BT_1106
BT_1659 BT_2430
BT_1659 BT_1548
BT_1659 BT_4654
BT_1659 BT_3419
BT_1659 BT_2836
BT_1659 BT_3356
BT_1659 BT_3600
BT_1659 BT_1658
BT_1659 BT_0330
BT_1659 BT_4425
BT_1660 BT_1106
BT_1660 BT_1672
BT_1660 BT_4425
BT_1660 BT_1437
BT_1660 BT_1659
BT_1660 BT_3419
BT_1660 BT_1221
BT_1660 BT_4263
BT_1660 BT_4572
BT_1660 BT_1105
BT_1660 BT_2124
BT_1660 BT_1658
BT_1660 BT_0489
BT_1660 BT_1691
BT_1660 BT_1152
BT_1660 BT_2402
BT_1660 BT_0347
BT_1660 BT_3263
BT_1669 BT_0626
BT_1672 BT_4263
BT_1672 BT_3419
BT_1672 BT_2402
BT_1672 BT_1105
BT_1672 BT_1660
BT_1677 BT_1713
BT_1677 BT_4321
BT_1677 BT_0745
BT_1680 BT_1209
BT_1680 BT_1210
BT_1685 BT_1917
BT_1685 BT_1450
BT_1685 BT_2090
BT_1685 BT_2091
BT_1686 BT_0789
BT_1686 BT_2782
BT_1689 BT_1860
BT_1689 BT_1822
BT_1689 BT_0644
BT_1689 BT_4738
BT_1689 BT_1698
BT_1689 BT_2510
BT_1689 BT_2837
BT_1689 BT_1575
BT_1689 BT_2955
BT_1689 BT_1861
BT_1689 BT_1859
BT_1689 BT_2836
BT_1689 BT_2790
BT_1689 BT_0330
BT_1689 BT_2076
BT_1689 BT_2077
BT_1689 BT_1196
BT_1689 BT_1696
BT_1689 BT_0331
BT_1689 BT_1747
BT_1689 BT_1858
BT_1689 BT_1969
BT_1689 BT_1697
BT_1689 BT_1820
BT_1689 BT_2070
BT_1689 BT_2841
BT_1689 BT_3911
BT_1689 BT_1381
BT_1689 BT_4415
BT_1691 BT_3419
BT_1691 BT_1548
BT_1691 BT_2836
BT_1691 BT_1659
BT_1691 BT_1228
BT_1691 BT_2430
BT_1691 BT_4425
BT_1691 BT_0330
BT_1691 BT_3600
BT_1691 BT_4572
BT_1691 BT_4263
BT_1691 BT_1105
BT_1691 BT_1747
BT_1691 BT_0331
BT_1691 BT_3929
BT_1691 BT_2493
BT_1691 BT_1660
BT_1691 BT_1221
BT_1691 BT_1106
BT_1691 BT_2837
BT_1691 BT_4654
BT_1691 BT_3356
BT_1691 BT_2124
BT_1691 BT_1658
BT_1691 BT_1102
BT_1691 BT_0489
BT_1691 BT_2062
BT_1691 BT_2402
BT_1691 BT_0347
BT_1691 BT_0307
BT_1691 BT_3766
BT_1691 BT_2841
BT_1691 BT_3263
BT_1696 BT_0644
BT_1696 BT_1689
BT_1696 BT_4738
BT_1696 BT_1698
BT_1696 BT_2837
BT_1696 BT_1860
BT_1696 BT_1861
BT_1696 BT_1575
BT_1696 BT_0331
BT_1696 BT_2510
BT_1696 BT_2955
BT_1696 BT_1747
BT_1696 BT_2076
BT_1696 BT_1859
BT_1696 BT_2836
BT_1696 BT_2077
BT_1696 BT_1822
BT_1696 BT_1196
BT_1696 BT_0330
BT_1696 BT_1858
BT_1696 BT_1969
BT_1696 BT_4415
BT_1696 BT_3911
BT_1696 BT_1820
BT_1696 BT_2070
BT_1696 BT_1697
BT_1696 BT_2790
BT_1696 BT_2841
BT_1696 BT_1381
BT_1697 BT_2077
BT_1697 BT_1196
BT_1697 BT_1970
BT_1697 BT_2076
BT_1697 BT_1822
BT_1697 BT_1476
BT_1697 BT_4310
BT_1697 BT_1696
BT_1697 BT_0330
BT_1697 BT_0552
BT_1697 BT_3871
BT_1697 BT_1747
BT_1697 BT_0553
BT_1697 BT_0644
BT_1697 BT_4415
BT_1697 BT_2415
BT_1697 BT_1381
BT_1697 BT_1689
BT_1697 BT_1698
BT_1697 BT_1575
BT_1697 BT_1973
BT_1697 BT_1861
BT_1697 BT_1859
BT_1697 BT_3755
BT_1697 BT_0331
BT_1697 BT_2091
BT_1697 BT_3184
BT_1697 BT_1858
BT_1697 BT_1969
BT_1697 BT_3733
BT_1697 BT_2070
BT_1697 BT_2755
BT_1697 BT_1820
BT_1697 BT_2790
BT_1697 BT_2090
BT_1697 BT_2841
BT_1697 BT_3911
BT_1697 BT_2836
BT_1697 BT_2510
BT_1697 BT_2955
BT_1697 BT_4738
BT_1697 BT_2837
BT_1697 BT_1860
BT_1698 BT_1969
BT_1698 BT_0330
BT_1698 BT_1696
BT_1698 BT_2841
BT_1698 BT_4738
BT_1698 BT_1861
BT_1698 BT_0644
BT_1698 BT_1859
BT_1698 BT_1575
BT_1698 BT_1689
BT_1698 BT_2070
BT_1698 BT_2836
BT_1698 BT_1820
BT_1698 BT_0331
BT_1698 BT_1822
BT_1698 BT_2510
BT_1698 BT_1196
BT_1698 BT_1858
BT_1698 BT_2077
BT_1698 BT_2076
BT_1698 BT_2790
BT_1698 BT_3911
BT_1698 BT_1860
BT_1698 BT_2955
BT_1698 BT_2837
BT_1698 BT_1697
BT_1698 BT_1747
BT_1698 BT_4415
BT_1698 BT_1381
BT_1706 BT_1051
BT_1706 BT_4681
BT_1706 BT_0456
BT_1706 BT_2459
BT_1706 BT_4394
BT_1706 BT_3178
BT_1706 BT_0459
BT_1706 BT_1621
BT_1706 BT_3598
BT_1706 BT_0506
BT_1706 BT_0460
BT_1706 BT_2439
BT_1706 BT_1627
BT_1706 BT_4337
BT_1713 BT_4321
BT_1713 BT_0745
BT_1713 BT_1677
BT_1714 BT_1202
BT_1714 BT_2944
BT_1714 BT_0601
BT_1714 BT_0383
BT_1714 BT_1203
BT_1719 BT_1720
BT_1720 BT_1719
BT_1730 BT_1338
BT_1730 BT_0828
BT_1730 BT_0466
BT_1730 BT_1349
BT_1730 BT_0725
BT_1730 BT_2016
BT_1730 BT_0465
BT_1730 BT_0464
BT_1733 BT_2883
BT_1733 BT_3360
BT_1733 BT_0704
BT_1733 BT_4211
BT_1739 BT_0578
BT_1747 BT_2836
BT_1747 BT_0309
BT_1747 BT_1659
BT_1747 BT_1860
BT_1747 BT_3263
BT_1747 BT_0331
BT_1747 BT_1822
BT_1747 BT_0330
BT_1747 BT_4425
BT_1747 BT_1689
BT_1747 BT_4415
BT_1747 BT_0644
BT_1747 BT_1861
BT_1747 BT_0787
BT_1747 BT_1915
BT_1747 BT_3755
BT_1747 BT_3834
BT_1747 BT_1858
BT_1747 BT_1221
BT_1747 BT_0122
BT_1747 BT_1697
BT_1747 BT_2070
BT_1747 BT_2090
BT_1747 BT_1820
BT_1747 BT_2790
BT_1747 BT_4738
BT_1747 BT_1106
BT_1747 BT_2837
BT_1747 BT_2955
BT_1747 BT_1658
BT_1747 BT_2124
BT_1747 BT_3692
BT_1747 BT_0788
BT_1747 BT_1696
BT_1747 BT_1449
BT_1747 BT_0489
BT_1747 BT_1698
BT_1747 BT_1691
BT_1747 BT_1859
BT_1747 BT_2077
BT_1747 BT_1196
BT_1747 BT_0347
BT_1747 BT_2076
BT_1747 BT_2091
BT_1747 BT_1969
BT_1747 BT_2841
BT_1747 BT_3186
BT_1747 BT_1575
BT_1749 BT_1750
BT_1749 BT_1751
BT_1750 BT_1749
BT_1750 BT_1751
BT_1751 BT_1749
BT_1751 BT_1750
BT_1757 BT_0683
BT_1757 BT_1102
BT_1757 BT_2430
BT_1757 BT_1228
BT_1757 BT_0793
BT_1757 BT_1871
BT_1757 BT_2620
BT_1757 BT_3086
BT_1757 BT_3299
BT_1757 BT_3587
BT_1757 BT_1273
BT_1757 BT_0373
BT_1757 BT_3163
BT_1757 BT_3294
BT_1757 BT_4127
BT_1757 BT_0132
BT_1757 BT_3356
BT_1757 BT_2124
BT_1757 BT_1765
BT_1757 BT_2062
BT_1757 BT_1760
BT_1757 BT_3305
BT_1757 BT_0307
BT_1757 BT_1759
BT_1757 BT_0258
BT_1757 BT_0554
BT_1759 BT_2430
BT_1759 BT_0793
BT_1759 BT_1757
BT_1759 BT_1765
BT_1759 BT_3305
BT_1760 BT_3009
BT_1760 BT_1872
BT_1760 BT_3592
BT_1760 BT_3163
BT_1760 BT_3305
BT_1760 BT_4714
BT_1760 BT_3065
BT_1760 BT_0132
BT_1760 BT_2620
BT_1760 BT_3086
BT_1760 BT_3299
BT_1760 BT_2430
BT_1760 BT_2851
BT_1760 BT_3133
BT_1760 BT_3294
BT_1760 BT_2854
BT_1760 BT_3567
BT_1760 BT_0683
BT_1760 BT_1778
BT_1760 BT_3314
BT_1760 BT_3300
BT_1760 BT_3131
BT_1760 BT_1757
BT_1760 BT_1871
BT_1760 BT_1780
BT_1762 BT_1763
BT_1763 BT_1762
BT_1765 BT_1759
BT_1765 BT_2430
BT_1765 BT_0793
BT_1765 BT_1757
BT_1765 BT_3305
BT_1778 BT_0683
BT_1778 BT_3299
BT_1778 BT_3294
BT_1778 BT_3163
BT_1778 BT_0132
BT_1778 BT_3086
BT_1778 BT_1871
BT_1778 BT_2620
BT_1778 BT_1760
BT_1780 BT_0683
BT_1780 BT_3299
BT_1780 BT_3086
BT_1780 BT_3163
BT_1780 BT_0132
BT_1780 BT_3294
BT_1780 BT_1871
BT_1780 BT_2620
BT_1780 BT_1760
BT_1804 BT_1209
BT_1804 BT_1210
BT_1806 BT_1226
BT_1806 BT_2154
BT_1806 BT_3550
BT_1806 BT_0684
BT_1815 BT_1371
BT_1815 BT_2401
BT_1815 BT_1147
BT_1815 BT_0738
BT_1820 BT_1969
BT_1820 BT_0330
BT_1820 BT_3186
BT_1820 BT_2841
BT_1820 BT_4738
BT_1820 BT_1822
BT_1820 BT_3693
BT_1820 BT_0309
BT_1820 BT_1860
BT_1820 BT_2836
